timestamp,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,ES_SENSOR_KB_SENT,ES_SENSOR_KB_RECV
1649672224,4,0,0,3222480,28572,570916,0,0,0,0,57577,142685,1,21,78,0,0,15.5053,0.979688
1649672238,3,0,0,3222260,28576,570916,0,0,0,0,56512,139370,5,19,76,0,0,15.5053,0.992578
1649672252,2,0,0,3221976,28580,570916,0,0,0,0,44007,127735,1,21,77,0,0,14.2971,0.915234
1649672266,2,0,0,3222456,28588,570916,0,0,0,0,57555,145134,3,21,75,0,0,15.5053,0.992578
1649672280,1,0,0,3222368,28592,570916,0,0,0,0,58902,144519,1,24,75,0,0,15.7066,1.01836
1649672294,5,0,0,3222368,28596,570916,0,0,0,0,58556,144436,2,21,77,0,0,15.7066,0.992578
1649672308,2,0,0,3221864,28600,570916,0,0,0,0,55668,138816,5,20,75,0,0,15.5053,1.00547
1649672322,2,0,0,3222160,28608,570916,0,0,0,0,60524,149436,3,21,76,0,0,15.7066,1.00547
1649672336,2,0,0,3221772,28616,570916,0,0,0,0,43168,126546,1,20,78,0,0,15.3039,0.979688
1649672350,0,0,0,3221204,28620,570920,0,0,0,0,43444,128415,2,21,77,0,0,14.4984,0.941016
1649672364,3,0,0,3222028,28628,570916,0,0,0,0,43523,128054,2,21,77,0,0,19.1299,1.18594
